Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location
248,Square Picnic Table,Wood,Metal,28 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.4564693880326,-113.437117285798,"(53.4564693880326, -113.437117285798)"
126,Square Picnic Table,Metal,Wood,123A STREET NW,3180,DUNLUCE,WARD 03,53.6209032569579,-113.537946966332,"(53.6209032569579, -113.537946966332)"
641,Square Picnic Table,Wood,Metal,176 AVENUE NW,3190,ELSINORE,WARD 03,53.6410775117643,-113.505974772582,"(53.6410775117643, -113.505974772582)"
71,Square Picnic Table,Wood,Aggregate,154 STREET NW,4200,HIGH PARK,WARD 01,53.5563967745446,-113.586910267873,"(53.5563967745446, -113.586910267873)"
160,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5865197639129,-113.510847476128,"(53.5865197639129, -113.510847476128)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5299592450712,-113.554470347035,"(53.5299592450712, -113.554470347035)"
183,Other Table,Concrete,Concrete,95 STREET NW,1140,MCCAULEY,WARD 06,53.5563523024553,-113.484666203679,"(53.5563523024553, -113.484666203679)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5557683454849,-113.406569502372,"(53.5557683454849, -113.406569502372)"
593,Square Picnic Table,Wood,Metal,25 AVENUE NW,5060,BLUE QUILL,WARD 10,53.4579470172567,-113.52460850105,"(53.4579470172567, -113.52460850105)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5621764482364,-113.459772057661,"(53.5621764482364, -113.459772057661)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.578580770678,-113.372978791706,"(53.578580770678, -113.372978791706)"
103,Square Picnic Table,Concrete,Concrete,115 AVENUE NW,3450,WOODCROFT,WARD 02,53.5646849678359,-113.561985819137,"(53.5646849678359, -113.561985819137)"
246,Square Picnic Table,Wood,Metal,40 STREET NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5537940736651,-113.403407816891,"(53.5537940736651, -113.403407816891)"
159,Square Picnic Table,Wood,Aggregate,134 AVENUE NW,3390,ROSSLYN,WARD 02,53.5941790292926,-113.511858757894,"(53.5941790292926, -113.511858757894)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5548883899427,-113.395086911529,"(53.5548883899427, -113.395086911529)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.527318865092,-113.507588925538,"(53.527318865092, -113.507588925538)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5541427085288,-113.386712259649,"(53.5541427085288, -113.386712259649)"
149,Square Picnic Table,Metal,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5271241375429,-113.507359712055,"(53.5271241375429, -113.507359712055)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5836105431749,-113.373853521453,"(53.5836105431749, -113.373853521453)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5541543457531,-113.384474110763,"(53.5541543457531, -113.384474110763)"
447,Square Picnic Table,Unknown,Unknown,97 AVENUE NW,6070,CLOVERDALE,WARD 08,53.5359221498769,-113.472396885789,"(53.5359221498769, -113.472396885789)"
113,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5261374729722,-113.551345986992,"(53.5261374729722, -113.551345986992)"
73,Square Picnic Table,Wood,Wood,WHITEMUD ROAD NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5046743392088,-113.559373877777,"(53.5046743392088, -113.559373877777)"
163,Square Picnic Table,Wood,Aggregate,107 STREET NW,5320,PLEASANTVIEW,WARD 10,53.4897889523726,-113.507550939713,"(53.4897889523726, -113.507550939713)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5573889503218,-113.406882905657,"(53.5573889503218, -113.406882905657)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5574687600947,-113.406503880569,"(53.5574687600947, -113.406503880569)"
236,Square Picnic Table,Wood,Aggregate,120 AVENUE NW,2550,MONTROSE,WARD 07,53.5740101524831,-113.451682665126,"(53.5740101524831, -113.451682665126)"
91,Square Picnic Table,Wood,Aggregate,104 AVENUE NW,3210,GROVENOR,WARD 06,53.54605415154,-113.568437509294,"(53.54605415154, -113.568437509294)"
209,Square Picnic Table,Wood,Aggregate,81 STREET NW,1100,EASTWOOD,WARD 07,53.5748380981269,-113.464847001205,"(53.5748380981269, -113.464847001205)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.557574740355,-113.405607954056,"(53.557574740355, -113.405607954056)"
235,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,WARD 07,53.562845614293,-113.454280354125,"(53.562845614293, -113.454280354125)"
113,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5333970028469,-113.537131985937,"(53.5333970028469, -113.537131985937)"
877,Square Picnic Table,Composite,Metal,CHAPPELLE ROAD SW,5462,CHAPPELLE AREA,WARD 09,53.3992507094291,-113.572258685399,"(53.3992507094291, -113.572258685399)"
201,Square Picnic Table,Wood,Metal,101 AVENUE NW,1210,RIVERDALE,WARD 06,53.5431065324622,-113.468195405277,"(53.5431065324622, -113.468195405277)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5093525594452,-113.550398719345,"(53.5093525594452, -113.550398719345)"
113,Square Picnic Table,Wood,Concrete,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.527151249875,-113.543793208332,"(53.527151249875, -113.543793208332)"
167,Square Picnic Table,Wood,Aggregate,28A AVENUE NW,5180,ERMINESKIN,WARD 10,53.4603927503674,-113.497028680922,"(53.4603927503674, -113.497028680922)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5548009759035,-113.384164492309,"(53.5548009759035, -113.384164492309)"
392,Square Picnic Table,Wood,Metal,TOMLINSON SQUARE NW,5640,TERWILLEGAR TOWNE,WARD 09,53.4520819706848,-113.585982657968,"(53.4520819706848, -113.585982657968)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5244352358989,-113.545236880779,"(53.5244352358989, -113.545236880779)"
306,Square Picnic Table,Wood,Aggregate,HERMITAGE ROAD NW,2590,OVERLANDERS,WARD 04,53.5808593305283,-113.387143086131,"(53.5808593305283, -113.387143086131)"
170,Square Picnic Table,Unknown,Unknown,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5411911476396,-113.500514361396,"(53.5411911476396, -113.500514361396)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5539046790794,-113.38494800465,"(53.5539046790794, -113.38494800465)"
641,Square Picnic Table,Wood,Metal,176 AVENUE NW,3190,ELSINORE,WARD 03,53.6410227594707,-113.505853899441,"(53.6410227594707, -113.505853899441)"
301,Square Picnic Table,Wood,Aggregate,KIRKNESS ROAD NW,2430,KIRKNESS,WARD 04,53.6117971298555,-113.385166502396,"(53.6117971298555, -113.385166502396)"
82,Square Picnic Table,Wood,Metal,LEGER WAY NW,5630,LEGER,WARD 09,53.4595097097565,-113.577396322489,"(53.4595097097565, -113.577396322489)"
858,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5400120936222,-113.540798572247,"(53.5400120936222, -113.540798572247)"
161,Square Picnic Table,Unknown,Unknown,107 STREET NW,5170,EMPIRE PARK,WARD 10,53.486097669403,-113.508831692475,"(53.486097669403, -113.508831692475)"
93,Square Picnic Table,Wood,Aggregate,91 AVENUE NW,3330,PARKVIEW,WARD 01,53.5253903192629,-113.569334688187,"(53.5253903192629, -113.569334688187)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5541013300783,-113.385138396842,"(53.5541013300783, -113.385138396842)"
103,Square Picnic Table,Wood,Aggregate,111 AVENUE NW,3450,WOODCROFT,WARD 02,53.5604119774787,-113.561642639807,"(53.5604119774787, -113.561642639807)"
669,Square Picnic Table,Composite,Metal,AMBLESIDE DRIVE SW,5505,AMBLESIDE,WARD 09,53.4322733721749,-113.602545747582,"(53.4322733721749, -113.602545747582)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5343063131219,-113.524169089697,"(53.5343063131219, -113.524169089697)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5290522915655,-113.546590141655,"(53.5290522915655, -113.546590141655)"
107,Square Picnic Table,Wood,Aggregate,104 AVENUE NW,3200,GLENORA,WARD 06,53.5464481629967,-113.556683747953,"(53.5464481629967, -113.556683747953)"
297,Square Picnic Table,Wood,Wood,38B AVENUE NW,6370,KINISKI GARDENS,WARD 12,53.4711506048223,-113.411238973995,"(53.4711506048223, -113.411238973995)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.527549274425,-113.552806825757,"(53.527549274425, -113.552806825757)"
189,Square Picnic Table,Wood,Aggregate,95A STREET NW,1010,ALBERTA AVENUE,WARD 07,53.574143476541,-113.4894404567,"(53.574143476541, -113.4894404567)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5550978663049,-113.385011829365,"(53.5550978663049, -113.385011829365)"
235,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,WARD 07,53.5625360896547,-113.459278645189,"(53.5625360896547, -113.459278645189)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5350084910413,-113.538544342218,"(53.5350084910413, -113.538544342218)"
151,Square Picnic Table,Wood,Metal,51 AVENUE NW,5270,LENDRUM PLACE,WARD 10,53.4887175755848,-113.523277784647,"(53.4887175755848, -113.523277784647)"
170,Square Picnic Table,Unknown,Unknown,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5413589419309,-113.500386270017,"(53.5413589419309, -113.500386270017)"
160,Square Picnic Table,Wood,Metal,127 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5855398945915,-113.510053141179,"(53.5855398945915, -113.510053141179)"
75,Square Picnic Table,Wood,Aggregate,152 STREET NW,4580,WEST JASPER PLACE,WARD 01,53.533395849052,-113.584116946192,"(53.533395849052, -113.584116946192)"
261,Square Picnic Table,Wood,Metal,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4844293643808,-113.422319739158,"(53.4844293643808, -113.422319739158)"
118,Square Picnic Table,Wood,Aggregate,155 AVENUE NW,3320,OXFORD,WARD 02,53.6181709339358,-113.547439427298,"(53.6181709339358, -113.547439427298)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5348754600061,-113.523584470684,"(53.5348754600061, -113.523584470684)"
13,Square Picnic Table,Wood,Aggregate,189A STREET NW,4220,JAMIESON PLACE,WARD 05,53.4903859068756,-113.649707947644,"(53.4903859068756, -113.649707947644)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.583478149079,-113.372445040879,"(53.583478149079, -113.372445040879)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5441232656525,-113.489920922139,"(53.5441232656525, -113.489920922139)"
479,Round Picnic Table,Unknown,Unknown,109 AVENUE NW,3440,WESTMOUNT,WARD 06,53.5540616477969,-113.543882219689,"(53.5540616477969, -113.543882219689)"
235,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,WARD 07,53.5636180007135,-113.457659769947,"(53.5636180007135, -113.457659769947)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5084638493701,-113.559600343471,"(53.5084638493701, -113.559600343471)"
132,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,WARD 08,53.5094199578195,-113.531316718087,"(53.5094199578195, -113.531316718087)"
603,Square Picnic Table,Wood,Aggregate,172 AVENUE NW,3030,BATURYN,WARD 03,53.6326821547068,-113.505089324574,"(53.6326821547068, -113.505089324574)"
426,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,WARD 09,53.4295577176305,-113.53032027731,"(53.4295577176305, -113.53032027731)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5534305531947,-113.388388935713,"(53.5534305531947, -113.388388935713)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5298488095405,-113.547902351437,"(53.5298488095405, -113.547902351437)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5092210280293,-113.551119882476,"(53.5092210280293, -113.551119882476)"
113,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5332163726334,-113.535513936443,"(53.5332163726334, -113.535513936443)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.534948642676,-113.538376283462,"(53.534948642676, -113.538376283462)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5277603561142,-113.544201401995,"(53.5277603561142, -113.544201401995)"
166,Square Picnic Table,Wood,Wood,111 STREET NW,5250,KEHEEWIN,WARD 10,53.4513669779985,-113.515698129874,"(53.4513669779985, -113.515698129874)"
781,Square Picnic Table,Wood,Aggregate,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5550012261219,-113.386295692084,"(53.5550012261219, -113.386295692084)"
163,Square Picnic Table,Composite,Metal,60A AVENUE NW,5320,PLEASANTVIEW,WARD 10,53.4951857643481,-113.503180799876,"(53.4951857643481, -113.503180799876)"
160,Square Picnic Table,Composite,Metal,131A AVENUE NW,3260,LAUDERDALE,WARD 02,53.5904689291401,-113.504703023526,"(53.5904689291401, -113.504703023526)"
479,Square Picnic Table,Wood,Wood,109A AVENUE NW,3440,WESTMOUNT,WARD 06,53.5551903600694,-113.544161138587,"(53.5551903600694, -113.544161138587)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5627457115517,-113.453322317089,"(53.5627457115517, -113.453322317089)"
263,Square Picnic Table,Composite,Metal,128 AVENUE NW,2380,KENNEDALE INDUSTRIAL,WARD 04,53.5853143902309,-113.430701004697,"(53.5853143902309, -113.430701004697)"
43,Square Picnic Table,Wood,Wood,LESSARD DRIVE NW,5380,RIVER VALLEY TERWILLEGAR,WARD 09,53.4865243486664,-113.615409393214,"(53.4865243486664, -113.615409393214)"
80,Square Picnic Table,Wood,Metal,CARTER CREST ROAD NW,5130,CARTER CREST,WARD 09,53.4645881848099,-113.575350932939,"(53.4645881848099, -113.575350932939)"
858,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5396620618522,-113.540051726266,"(53.5396620618522, -113.540051726266)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5279083026259,-113.552867175119,"(53.5279083026259, -113.552867175119)"
108,Square Picnic Table,Composite,Metal,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4855988872122,-113.555495320787,"(53.4855988872122, -113.555495320787)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5097352807425,-113.553075214224,"(53.5097352807425, -113.553075214224)"
235,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,WARD 07,53.5635767500424,-113.457699207766,"(53.5635767500424, -113.457699207766)"
266,Square Picnic Table,Wood,Aggregate,38 AVENUE NW,6300,HILLVIEW,WARD 11,53.4718609303085,-113.427016256819,"(53.4718609303085, -113.427016256819)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5546374478422,-113.385521275496,"(53.5546374478422, -113.385521275496)"
261,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.484382460078,-113.422068371134,"(53.484382460078, -113.422068371134)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5439482246938,-113.489967087457,"(53.5439482246938, -113.489967087457)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5544060172132,-113.384450298639,"(53.5544060172132, -113.384450298639)"
107,Square Picnic Table,Wood,Aggregate,104 AVENUE NW,3200,GLENORA,WARD 06,53.5467386421008,-113.557143543857,"(53.5467386421008, -113.557143543857)"
153,Square Picnic Table,Composite,Metal,86 AVENUE NW,5200,GARNEAU,WARD 08,53.5224018109379,-113.512955559996,"(53.5224018109379, -113.512955559996)"
170,Square Picnic Table,Wood,Aggregate,105 STREET NW,1090,DOWNTOWN,WARD 06,53.5419271435859,-113.500421522353,"(53.5419271435859, -113.500421522353)"
261,Square Picnic Table,Wood,Metal,50 STREET NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4844317302443,-113.419872307408,"(53.4844317302443, -113.419872307408)"
108,Square Picnic Table,Wood,Metal,WHITEMUD DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.485304640521,-113.556589088754,"(53.485304640521, -113.556589088754)"
263,Square Picnic Table,Wood,Metal,128 AVENUE NW,2380,KENNEDALE INDUSTRIAL,WARD 04,53.5850436970982,-113.431028873211,"(53.5850436970982, -113.431028873211)"
103,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,WARD 02,53.5623318780169,-113.558232100522,"(53.5623318780169, -113.558232100522)"
153,Square Picnic Table,Wood,Aggregate,UNIVERSITY AVENUE NW,5200,GARNEAU,WARD 08,53.5160492529992,-113.521639046665,"(53.5160492529992, -113.521639046665)"
211,Square Picnic Table,Wood,Metal,111 AVENUE NW,1190,RIVER VALLEY KINNAIRD,WARD 07,53.5590499768718,-113.466260892014,"(53.5590499768718, -113.466260892014)"
479,Square Picnic Table,Composite,Metal,109A AVENUE NW,3440,WESTMOUNT,WARD 06,53.5550764018971,-113.541637405523,"(53.5550764018971, -113.541637405523)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5083762144206,-113.559954622111,"(53.5083762144206, -113.559954622111)"
151,Square Picnic Table,Wood,Metal,51 AVENUE NW,5270,LENDRUM PLACE,WARD 10,53.4888712122998,-113.523148156373,"(53.4888712122998, -113.523148156373)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5083547494852,-113.560021723262,"(53.5083547494852, -113.560021723262)"
230,Square Picnic Table,Wood,Aggregate,LAKEWOOD ROAD NORTH NW,6750,TIPASKAN,WARD 11,53.4626355673137,-113.459470910757,"(53.4626355673137, -113.459470910757)"
222,Square Picnic Table,Wood,Aggregate,75 STREET NW,1130,ELMWOOD PARK,WARD 07,53.581299888967,-113.456627904374,"(53.581299888967, -113.456627904374)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5557756913241,-113.406581678118,"(53.5557756913241, -113.406581678118)"
856,Square Picnic Table,Wood,Wood,FORT EDMONTON PARK ROAD NW,5401,RIVER VALLEY FORT EDMONTON,WARD 09,53.5026294025768,-113.57252288933,"(53.5026294025768, -113.57252288933)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5096832375683,-113.554033388903,"(53.5096832375683, -113.554033388903)"
151,Square Picnic Table,Wood,Metal,57 AVENUE NW,5270,LENDRUM PLACE,WARD 10,53.4938214211606,-113.525058915752,"(53.4938214211606, -113.525058915752)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5035794664519,-113.557288958505,"(53.5035794664519, -113.557288958505)"
251,Square Picnic Table,Composite,Wood,59A STREET NW,2500,MATT BERRY,WARD 04,53.6219610202064,-113.431159600009,"(53.6219610202064, -113.431159600009)"
435,Square Picnic Table,Wood,Aggregate,EDWARDS DRIVE SW,6211,ELLERSLIE,WARD 12,53.4288762547172,-113.458513881718,"(53.4288762547172, -113.458513881718)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5099237270958,-113.55221597776,"(53.5099237270958, -113.55221597776)"
108,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4849787745295,-113.553143292143,"(53.4849787745295, -113.553143292143)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5277023626673,-113.552882756488,"(53.5277023626673, -113.552882756488)"
104,Square Picnic Table,Wood,Aggregate,DOVERCOURT AVENUE NW,3170,DOVERCOURT,WARD 02,53.5756466618216,-113.559580716244,"(53.5756466618216, -113.559580716244)"
16,Square Picnic Table,Wood,Aggregate,190 STREET NW,4630,WHITE INDUSTRIAL,WARD 01,53.5567465294608,-113.649104000879,"(53.5567465294608, -113.649104000879)"
103,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,WARD 02,53.5625981200796,-113.563003675974,"(53.5625981200796, -113.563003675974)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5546451536798,-113.385575588128,"(53.5546451536798, -113.385575588128)"
281,Square Picnic Table,Wood,Aggregate,123 AVENUE NW,2090,BERGMAN,WARD 07,53.5791490424976,-113.408291879618,"(53.5791490424976, -113.408291879618)"
172,Square Picnic Table,Wood,Aggregate,105A STREET NW,5010,ALLENDALE,WARD 10,53.5008582882861,-113.502809915861,"(53.5008582882861, -113.502809915861)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5246497844394,-113.496723951423,"(53.5246497844394, -113.496723951423)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5602817249661,-113.381644777828,"(53.5602817249661, -113.381644777828)"
107,Square Picnic Table,Wood,Aggregate,136 STREET NW,3200,GLENORA,WARD 06,53.5467117139941,-113.556670640918,"(53.5467117139941, -113.556670640918)"
170,Square Picnic Table,Unknown,Unknown,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5411184653532,-113.500470580437,"(53.5411184653532, -113.500470580437)"
113,Square Picnic Table,Composite,Metal,GROAT ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5282884360348,-113.541437056204,"(53.5282884360348, -113.541437056204)"
248,Square Picnic Table,Wood,Metal,28 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.456449523112,-113.437132683181,"(53.456449523112, -113.437132683181)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5041393636401,-113.559730569307,"(53.5041393636401, -113.559730569307)"
113,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5338271901476,-113.538344523958,"(53.5338271901476, -113.538344523958)"
183,Square Picnic Table,Wood,Aggregate,107 AVENUE NW,1140,MCCAULEY,WARD 06,53.5530099363282,-113.484391916172,"(53.5530099363282, -113.484391916172)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5098544024305,-113.552515288474,"(53.5098544024305, -113.552515288474)"
183,Other Table,Concrete,Concrete,108A AVENUE NW,1140,MCCAULEY,WARD 06,53.5561575246182,-113.483828065446,"(53.5561575246182, -113.483828065446)"
140,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5328748768652,-113.517163675572,"(53.5328748768652, -113.517163675572)"
153,Square Picnic Table,Wood,Metal,84 AVENUE NW,5200,GARNEAU,WARD 08,53.5199031002257,-113.513488673673,"(53.5199031002257, -113.513488673673)"
112,Square Picnic Table,Unknown,Unknown,YELLOWHEAD TRAIL NW,3220,HAGMANN ESTATE INDUSTRIAL,WARD 02,53.5813015875103,-113.542303868079,"(53.5813015875103, -113.542303868079)"
55,Square Picnic Table,Wood,Metal,HENDERSON STREET NW,5230,HENDERSON ESTATES,WARD 09,53.4686390827354,-113.597911748987,"(53.4686390827354, -113.597911748987)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.554124712137,-113.385340977699,"(53.554124712137, -113.385340977699)"
301,Square Picnic Table,Wood,Aggregate,KIRKNESS ROAD NW,2430,KIRKNESS,WARD 04,53.6118300930799,-113.385375920221,"(53.6118300930799, -113.385375920221)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5844831121558,-113.374756440427,"(53.5844831121558, -113.374756440427)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5593885751792,-113.384809787657,"(53.5593885751792, -113.384809787657)"
84,Square Picnic Table,Wood,Aggregate,56 AVENUE NW,5080,BRANDER GARDENS,WARD 09,53.4934055656513,-113.575745788012,"(53.4934055656513, -113.575745788012)"
